Codigo,Clave,desc_prod,Inv,Clasificacion,Promedio Vta Mes,Cobertura (Mes),Cobertura Dias (30)
10756,TRU BAP-150,BARRETA TRUPER HEXAGONAL 1.50 BAP-150,6,A,5.83,1,31
47193,TRU CCS-1,CENTRO CARGA VOLTECK 1 UNID. SOBRE. CCS-,15,A,8.83,2,51
14444,TRU ET-3P,ESPATULA TRUPER 3 PLASTICO ET-3P,67,A,10.17,7,198
13291,TRU GU-112,GUANTE TRUPER GU-112 MED. P/MECANICO,38,A,7,5,163
47311,TRU POL-6RE,PUNTA POOL  6CM C/ORRIN FOSET POL-6RE,35,A,16.33,2,64
44233,TRU AB- 6,ABRAZADERA FIERO   13- 19MM AB- 6 SINFIN,37,A,5.92,6,188
11207,TRU EMB-50,EMBUDO TRUPER PLASTICO 500 ML CUELLO FLE,9,A,6.33,1,43
15967,TRU HDU-51-118,HILO P/DESBROZADORA 3.0MM X 51 MTS. HDU-,24,A,21.92,1,33
15412,TRU LLP-6L,LLANA M/PLASTICO LISA LLP-6L TRUPER C/6,15,A,9.42,2,48
22765,TRU PIM-55P,PISTOLA P/JARDIN PIM-55P PLAST. 5/FUNCIO,24,A,7,3,103
28252,TRU CONO-45RP,CONO DE PRECAUCION PRETUL 45CM CON REFLE,13,A,4.83,3,81
17310,TRU T203-8,PINZA DE PUNTA Y CORTE 8 T-203-8 TRUPER,15,A,6.08,2,74
17934,TRU BOT-29S,BOTA DE HULE BLANCA TRUPER 29 BOT-29S,20,A,5.5,4,109
14416,TRU IMPER-XL,IMPERMEABLE TRUPER T/GABARDINA 4 TALLA X,56,A,6.67,8,252
45482,TRU RD-71,LLANTA P/DIABLO FIERO  7     RD- 71 B.SE,15,A,5.67,3,79
10916,TRU LTP-4M,LIMA TRIANGULO PESADO C/MANGO LTP-4M TRU,18,A,4.92,4,110
12764,TRU PA-GU,PINTURA AEROSOL TRUPER PA-GU GUINDA,16,A,6.42,2,75
12147,TRU PUDE-1202,PUNTAS P/DESARMADOR   5 PZS. PUDE-1202 2,8,A,10.25,1,23
102441,TRU CHS-900N-L,CHALECO CHS-900N-L T/GDE. REFLEJANTE NAR,10,A,4.33,2,69
20214,TRU JD-6TP,DESARMADOR DE  6 PZAS. JD-6TP PRETUL,6,A,5.08,1,35
15510,TRU PET-8X,LLAVE AJUSTABLE CROMADA  8 TRUPER PET-8X,13,A,5.5,2,71
103076,TRU SACRI-100N,SILICON TRUPER ACRILICO NEGRO 280ML SACR,28,A,4.42,6,190
000615-4,BER 615-4,PINTURA ESMALTE SUMMA 615  1 LTO.,24,A,8,3,90
18381,TRU T-122E,TIJERA P/PODAR T-122-E M/MADERA C/GRIP T,0,A,4.83,0,0
O72544,BIF OCPVC118,CPVC CEMENTO OATEY AMARILLO 118ML  4 OZ.,29,A,8.67,3,100
45063,TRU CPVC-232,CPVC RED. BUSHING 25X13 1 X 1/2 CPVC-232,81,A,11.83,7,205
40077,TRU MGAN-3,MANGUERA FLEXIBLE NEGRA PVC 3/8 X 3 MTS.,9,A,8.42,1,32
49065,TRU VARE-1/2,VALVULA D/RETENCION ROS. 13MM 1/2 VARE-1,38,A,12.5,3,91
47813,TRU PIO-530,CUERDA DE POLIPROPILENO MULTICOLOR  5MM,27,A,5.17,5,157
106586,CGM TP2PG,RAT KILL TRAMPA C/PEGAMENTO GDE. C/2 PZA,6,A,6,1,30
25087,TRU EMP-101LB,LAMPARA EMP-101LB D/EMPOTRAR 7W REDONDO,18,A,6,3,90
46902,TRU TF-1,TUBO PLICA 25MM 1,141,B,4.75,30,891
47250,TRU PR-3890,REFLECTOR HALOGENO 90W PAR38 PR-3890 VOL,35,A,6.33,6,166
46805,TRU MUL-380,MULTICONTACTO ATERRIZADO TIPO Y MUL-380,12,A,6.92,2,52
48036,TRU ED-10B,VOLTECK EXTENCION ED-10B  10 MTS. BCA.,37,A,11.75,3,94
47329,TRU CAPU-1214,CAPUCHONES P/CABLE CAL. 12/14 C/10 PZS.,29,A,9.33,3,93
47837,TRU PA-APTR-ELA,PLACA VOLTECK LISBOA 2 INTER. SENC. 1 D/,16,A,4.75,3,101
12621,TRU MSK-3/4A,CINTA MASKING TAPE TRUPER AZUL 19MM MSK-,25,A,18.25,1,41
10549,TRU EXTM-30,EXTENSION P/RODILLO 3.00 MTS. TRUPER EXT,24,A,33,1,22
22603,TRU PEL-7P,PINZA P/ELECTRICISTA 7 PEL-7P PRETUL,15,A,7.92,2,57
43794,TRU CHB-32L,CANDADO HERMEX CHB-32L HIERRO 32MM G.L.,18,A,7.75,2,70
43511,TRU CB-50IB,CERRADURA HERMEX CB-50IB  BARRA FIJA IZQ,9,A,7.33,1,37
12502,TRU M-33V,CINTA D/AISLAR 19MMX18MTS. VERDE M-33V T,41,A,15.42,3,80
14308,TRU LESO-TR,LENTE SEGURIDAD TRUPER LESO-TR CLARO,34,A,6.5,5,157
12748,TRU BAV-3/8-B,BROCA P/FIERRO BLISTER 11 3/8-B TRUPER B,22,A,8.58,3,77
12517,TRU CTF-3/4X13X,CINTA TEFLON TRUPER USO INDLS. CTF-3/4X1,46,A,6.42,7,215
19943,TRU EST-5,ESTANTE PLASTICO 5 REPISAS TRUPER EST-5,5,A,5,1,30
CE-204-6,ACE CE-204-6,EXTENSION ELECTRICA SKY FORT USO RUDO  6,0,A,4.5,0,0
66-MS,RUG 66-MS,LLAVE ESTOPERO FIG.66-MS 1/2X7/8 ESFERA,40,A,8,5,150
6003,TMA TT25MM,TUBO TINWELL 25MM 1 X 3 MTS. PARED DELGA,53,A,4.33,12,367
45547,TRU PVC-616,CONECTOR HIDR. CEM. R/EXTER. 50MM 2 FOSE,96,A,5.5,17,524
47492,TRU CG-302,TAPON CACHUCHA GALV. 19MM 3/4 FOSET CG-3,46,A,7.33,6,188
49736,TRU CC-762,TEE C/C CC-762 19MM 3/4 FOSET,97,A,5.25,18,554
41053,TRU CLG-417N,NIPLE TERMINAL  8X13 5/16 X 1/2 CLG-417N,206,A,8.17,25,757
PG5-B150,COF PG5-B150,PAQ. COFLEX PG5-B150 P/INSTAL. CILINDRO,5,A,6.08,1,25
BKA974AB,GGE BKA974AB,CHAPA BKA974AB MANIJA CON LLAVE HUMO BIT,130,A,4.25,31,918
SZBS1906,DAN SZBS1906,REGATON BLANCO REDONDO SHUTZ D/HULE 19 P,110,B,5.25,21,629
45023,TRU CLE-3B,CLAVO P/MADERA C/CABEZA  75MM 3 CLE-3B,85.88,A,15.09,6,171
KB5X3,CED KB5X3,PAQUETE 09-KB DE IMPER. KOVER 3 BLANCO,0,C,7.17,0,0
25084,TRU PA-APSE-EB,PLACA VOLTECK BASIC BLANCA PA-APSE-EB 1,40,A,10.67,4,113
25083,TRU PA-APTR-B,PLACA VOLTECK BASIC BLANCA PA-APTR-B 3 A,69,A,11.17,6,185
48006,TRU ED-3B,VOLTECK EXTENCION ED- 3B  3 MTS. BCA.,16,A,16.83,1,29
48007,TRU ED-3C,VOLTECK EXTENCION ED- 3C  3 MTS. CAFE,22,A,6.42,3,103
48046,TRU ER-10X16,VOLTECK EXTENCION USO RUDO 10 MTS. ER-10,12,A,10.25,1,35
46804,TRU MUL-360,MULTICONTACTO ATERRIZADO TIPO T MUL-360,34,A,5.92,6,172
12733,TRU PA-GA,PINTURA AEROSOL TRUPER PA-GA GRIS ACERO,11,A,7.17,2,46
14635,TRU PRE-1/6,BOMBA PRE-1/6 PRESURIZADORA C/SENSOR D/F,23,A,8.58,3,80
16560,TRU LL-BRO-1/2,LLAVE P/BROQUERO 1/2 TRUPER LL-BRO-1/2,18,A,12.83,1,42
18482,TRU PR-409,PISTOLA P/JARDIN PR-409 9 FUNCIONES,21,A,11.33,2,56
21610,TRU PRO-5MEB-A,FLEXOMETRO  5 MTS. PRETUL PRO-5MEB-A AZU,13,A,6.75,2,58
44021,TRU BSE-3/16,BANDOLA CON SEGURO FIERO 02 4.7MM 02 BSE,34,A,10.17,3,100
17925,TRU BOT-29J,BOTA DE HULE TRUPER JARDINERA 29 BOT-29J,16,A,7.42,2,65
43596,TRU CERO-21,CERRADURA HERMEX CERO-21 SEG. LL/M LAT.,14,A,7.17,2,59
16005,TRU LILE-9T,LAMPARA DE MANO LED RECARGABLE LILE- 9T,15,A,5.42,3,83
43803,TRU CHB-63,CANDADO HERMEX CHB-63 HIERRO 63MM GC,20,A,4.42,5,136
19072,TRU PAF-NA,PINTURA AEROSOL TRUPER PAF-NA NARANJA FL,8,A,8.25,1,29
24106,TRU NAMU-12P,MULTIHERRAMIENTA 12 FUNCIONES NAMU-12P P,12,A,4.75,3,76
44186,TRU CAPL-8R,CADENA PLASTICO FIERO 8MM ROJA CAPL-8R,81,B,6.25,13,389
45682,TRU BR-150B,BISAGRA HERMEX D/ACERO BR-150B RECTANG.,8,A,4.17,2,58
12569,TRU ABT-556,DISCO TRUPER ABT-556 4 1/2 X 1/8 X 7/8 M,64,A,4.17,15,461
28256,TRU LI-CA-110RP,LINTERNA D/CABEZA LED RECARGABLE IMAN LI,0,A,4.17,0,0
103787,TRU ROPI-410M,MINI RODILLO MICROFIBRA ROPI-410M 4X3/8,24,A,4.58,5,157
22303/400,TME 22303/400,TRAMONTINA 22303/400 CUCHARA MESA DYNAMI,58,A,7.17,8,243
LTFTA104,CED TP2B,TAQUETE D/PLASTICO TP2B 5/16 C/10 PZAS.,2,B,4.58,0,13
006005-4,BER 6005-4,BASE ESMALTE SUMMA 6005 NEUTRA  1 LTO.,35,A,9.67,4,109
000017-5,BER 000017-5,PINTURA ESM. TRANSITO AMARILLO 17   4 LT,24,A,8.67,3,83
TIPO B,EISA TB,PROTECTOR PICO DE SEGURIDAD 8 PUNTAS 8 P,59,B,4.17,14,425
(null),FEN EBILLA 3/4,HEBILLA P/FLEJE ACERO INOX. 3/4,48,C,4.17,12,346
MV-8275,IAD MV-8275,LAMPARA MAVRIK 8275 LED T-8 21W 1.20M L.,40,A,6.08,7,197
57086,TRU EA-22,POLISH ROSA EN PASTA KLINTEK GRANO MEDIA,13,A,6,2,65
,CRE SLR866,CABLE IUSA THW   4/0,0,C,4.17,0,0
SH-265,PFS SH-265,HELVEX SH-265 CARTUCHO P/LLAVE EMPOTRAR,16,A,13.42,1,36
47527,TRU CG-412,NIPLE GALV. 19MM 3/4 X  3 FOSET CG-412,45,A,7.83,6,172
49078,TRU VACHE-1,VALVULA CHECK COLUMPIO 25MM 1 FOSET,17,A,7.92,2,64
49542,TRU FPLE-6,FLOTADOR PLASTICO N-6 FOSET P/CISTERNA F,21,A,6.5,3,97
40734,TRU PIJ-850A,BLISTER C/10 PIJAS MULTIUSOS FIERO 8 X 2,41,A,5.5,7,224
44992,TRU ALCA-110,ALCAYATA CON ROSCA 23 X110 FIERO ALCA-11,741,A,6.5,114,3420
47693,TRU MED-8BA,MENSULA DEC. ACERO FIERO M.ALAMBRON BLAN,18,A,4.75,4,114
PRIMERA,SFI POLI 3M,ROLLO DE POLIETILENO NEGRO CAL. 600 DE 3,0,C,4.17,0,0
PL-B200,COF PL-B200,SOPORTE P/LAVABO REFORZADO COFLEX C/TAQ.,40,A,7.5,5,160
TF-105,COF TF-105,TRAMPA COFLEX FLEXIBLE P/LAVABO TF-105,14,A,5.75,2,73
(null),CGM THF9.5X101.6,TORNILLO HEX. G-5 9.5X101.6 3/8 X 4,67,C,4.5,15,447
25088,TRU EMP-102LB,LAMPARA EMP-102LB D/EMPOTRAR 12W REDONDO,13,A,5.75,2,68
46182,TRU LED-207E,FOCO LED VOLTECK PAR 20 L.DIA LED-207E,13,A,6.17,2,63
48219,TRU REF-301L,REFLECTOR REF-301L LED  20W DELGADO LUZ,14,A,5.92,2,71
46095,TRU TVSM-42,SOPORTE TVSM-42 TRIPLE MOV. ANGULAR P/PA,8,A,5.08,2,47
46440,TRU APSE-EE,APAGADOR VOLTECK T/ASTRO ECON. ESCALERA,13,A,6.67,2,59
12578,TRU CIDE-101,BANDA  90 M. AMARILLA (PRECAUCION) CIDE-,4,A,9.75,0,12
11212,TRU BCT-5/16X4,BROCA P/CONCRETO TRUPER 05 5/16 X 4 BCT-,101,A,8.83,11,343
17529,TRU CT-608X,CEPILLO TRUPER D/ALAMB. COPA TRENZADO CT,5,A,7.33,1,20
12620,TRU MSK-1/2A,CINTA MASKING TAPE TRUPER AZUL 13MM MSK-,57,A,7.5,8,228
12568,TRU ABT-739,DISCO TRUPER ABT-739 14 X 2.8 X 1 METAL,5,A,6.5,1,23
21603,TRU PRO-8ME,FLEXOMETRO  8 MTS. PRO-8ME PRETUL,13,A,11.92,1,33
23261,TRU GU-343,GUANTE PRETUL GU-343 GDE. P/LIMPIEZA,20,A,6.58,3,91
11223,TRU NT-9,NIVEL TORPEDO MAGNETICO NT-9 TRUPER CUER,17,A,6.92,2,74
17912,TRU BOT-26I,BOTA DE HULE TRUPER INDLS. 26 BOT-26I,25,A,7.25,3,103
28307,TRU UNA-530P,CORTAUÑAS PRETUL 3 UNA-530P,26,A,6.17,4,126
16945,TRU HTA-105B,HILO P/DESBROZADORA 2.7MM X 12 MTS. HTA-,19,A,5.58,3,102
16956,TRU REP-NM10,REPUESTO P/CUTTER REP-NM10 P/NM-6NV-7X T,21,A,5.67,4,111
10021,TRU M-4B,ABRAZADERA FIERO   10- 16MM M-4B SINFIN,41,A,7,6,176
43321,TRU CH-38X2,CANDADO HERMEX CH-38X2 HIERRO 38MM 2 PZA,19,A,6.5,3,88
16051,TRU MAN-15X1/2RE,MANGUERA P/JARDIN TRUPER REF. 3 CAPAS MA,22,A,7.17,3,92
49287,TRU F-318P,MEZCLADORA FOSET BASIC F-318P P/FREGADER,18,A,6.17,3,88
10940,TRU INF-12,SELLADOR P/LLANTAS TRUPER INF-12,37,A,7.75,5,143
17566,TRU ALTE-R,SILICON TRUPER ALTA TEMP. ALTE-R 85G.ROJ,16,A,6.33,3,76
45007,TRU CCH-4X4E,CAJA CUADRADA  4 X 4 GALV. VOLTECK CCH-4,102,A,5.92,17,517
44085,TRU NUDO-5/16,NUDO P/CABLE ACERO 7.9MM 2 PZAS. 5/16 NU,67,A,6.92,10,291
44519,TRU R-43B,REMACHE R- 43B 3/16 C/50 PZAS. FIERO,47,A,5.42,9,260
16033,TRU MAN-25X1/2R,MANGUERA P/JARDIN TRUPER REF. 3 CAPAS MA,7,A,5.17,1,41
23187,TRU TINOX-6R,TIJERA PRETUL P/CASA/OFIC. 6 TINOX-6R OF,21,A,8.08,3,78
14288,TRU GU-735,GUANTE TRUPER GU-735 PIEL CABRA/CARNAZA,6,A,7.58,1,24
PM40,VALE 40,PANTALON MEZCLILLA T-40 WEST SILVER&CO.,4,A,4.17,1,29
RB-73L,RUG RB-73L,CARTUCHO FIG.RB-73L D/ESTRIA P/MEZ. LAVA,39,A,7.67,5,153
(null),LMMRONPRE58,RONDANA PRESION 5/8,44,A,4.08,11,323
PG5-B250,COF PG5-B250,PAQ. COFLEX PG5-B250 P/INSTAL. CILINDRO,9,A,5.92,2,46
16107,IAD 16107,REGADERA REDONDA 8 SATIN 16107,5,A,6.42,1,23
100959,TRU M23S,MANGUERA ANILLADA RURAL  50.0MM 2 TRUPER,31,A,5.13,6,181
48347,TRU EMP-101L,LAMPARA EMP-101L D/EMPOTRAR L.D 16 LED,12,A,4.92,2,73
46501,TRU POBA-11,PORTALAMPARA POBA-11 VOLTECK CAFE BAQ. C,37,A,4.17,9,266
14242,TRU GU-525,GUANTE TRUPER GU-525 CARNAZA LARGO,15,A,6.5,2,69
23145,TRU LL-JAR-PB,LLAVE R.MANGUERA 1/2 LL-JAR-PB BLISTER P,14,A,6.33,2,66
23520,TRU CHB-40P,CANDADO HERMEX CHB-40P BASIC 40MM HIERRO,24,A,15.5,2,46
20504,TRU CM-45P,CANDADO HERMEX CM-45P BASIC 45MM LAMINAD,17,A,11.33,2,45
12860,TRU COT-PVC,CORTADOR D/TUBO PVC 1 5/8 COT-PVC TRUPER,10,A,8.25,1,36
21850,TRU ALL-P8P,LLAVE ALLEN  8 PZAS. STD ALL-P8P PRETUL,33,A,9.42,4,105
18476,TRU PR-202,PISTOLA P/JARDIN PR-202 2 FUNCIONES,16,A,7.5,2,64
25093,TRU TENS-2L,TENSORES PRETUL TENS-2L ELASTICOS C/2 PZ,23,A,9.08,3,76
10234,TRU ATT-12,ARCO C/SEGUETA ATT-12 PROF. TUBULAR,6,A,6.25,1,29
26032,TRU CFM-1/2P,CONEXION LAMINADO P/MANGUERA 13MM 1/2 CF,21,A,6.58,3,96
49215,TRU FILA-P1,FILTRO P/AGUA FOSET FILA-P1 EXTERIOR,35,A,8.25,4,127
23736,TRU LP-56,LONA PRETUL LP- 56 5 X 6 MTS.,2,A,5.67,0,11
12741,TRU BAV-9/64-B,BROCA P/FIERRO BLISTER 04 9/64-B TRUPER,20,A,10.17,2,59
43035,TRU GUPO-120B,GUARDAPOLVO HERMEX FIJO GUPO-120B BLANCO,33,A,6.75,5,147
16971,TRU CUT-5X,NAVAJA CUT-5X ALMA METALICA 5 TRUPER,20,A,4.75,4,126
102874,TRU SN-CL10,ANCLAS RECTAS NIVELADORAS DE AZULEJO 1.0,13,A,11.42,1,34
15958,TRU HDU-12-95,HILO P/DESBROZADORA 2.4MM X 12 MTS. HDU-,16,A,6.42,2,75
44530,TRU R-66B,REMACHE R- 66B 3/16-3/8 C/50 PZS. FIERO,47,A,9.75,5,145
43693,TRU PAS-26,PASADOR HERMEX DE BARRIL 2 PAS-26,23,A,9.17,3,75
12731,TRU PA-TRM,PINTURA AEROSOL TRUPER PA-TRM TRANS. MAT,19,A,6.17,3,92
101666,TRU POS-115,POSTE DELIMITADOR CON BASE Y REFLEJANTE,1,A,4.58,0,7
CE-204-8,ACE CE-204-8,EXTENSION ELECTRICA SKY FORT USO RUDO  8,0,A,4.25,0,0
11-EPF,RUG 11-EPF,SALIDA CENTRAL PVC FLEXIBLE FIG.11-EPF,33,A,7.5,4,132
1949,DIA 50001/4,RESISTOL 5000  .250 1/4 LTO.,9,A,8.83,1,31
1961,DIA 850 1/2,RESISTOL 850  .500 1/2 LTO.,12,A,7.92,2,45
PT0524,PRO PRP36,PINZA P/ROPA DE PLASTICO C/36 PZS.,18,A,4.67,4,116
57018,TRU JALI-40A,LIMPIA VIDRIO DE 40 CMS. JALI-40A KLINTE,5,A,7.08,1,21
49541,TRU FPLA-5,FLOTADOR PLASTICO N-5 FOSET P/TINACO FPL,36,A,8.67,4,125
48338,TRU CED-11,SALIDA FOSET CED-11 CENTRAL P/FREG. PVC,29,A,7.33,4,119
44627,TRU TORE-1/4X1/4,TORNILLO GOTA 06X32 1/4 X 1 1/4 SIN TUER,686,B,16.5,42,1247
44405,TRU PIBR-3/4R,PIJA HEXAG. P.BROCA FIERO 14X19 3/4 C/10,26,A,7.92,3,99
40717,TRU AR-22CB,ARMELLAS CERRADAS FIERO AR-22CB 5 X 17 X,24,A,5.25,5,137
PC-101,COF PC-101,COLADERA COFLEX PC-101 UNIVERSAL P/TUBO,92,A,10.25,9,269
117155,CGM PLN40G,PLASTI LOKA EN BARRA 40 GRS. NORMAL,19,A,7.5,3,76
436351,CGM 1300-D,PILA DURACELL ALCALINA D C/2 PZAS.,17,A,5.83,3,87
,BER PESBR1G,PINTURA ESM. SUMMA BRILLANTE RANGO 1  4,0,A,6.42,0,0
(null),CED IGUALGAL,IGUALACION DE PINTURA GALON,0,A,8.75,0,0
(null),LID IGUALA,IGUALACION DE PINTURA CUBETA,0,A,10.33,0,0
48495,TRU PA-COAP-SA,PLACA VOLTECK STD ALUM PA-COAP-SA 1 APAG,32,A,8.83,4,109
48030,TRU ED-8B,VOLTECK EXTENCION ED- 8B  8 MTS. BCA.,15,A,8.75,2,51
48428,TRU TVSM-40,SOPORTE TVSM-40 TRIPLE MOV. ANGULAR P/PA,8,A,5.83,1,41
48206,TRU F-20EM,FOCO AHORRADOR VOLTECK F- 20EM L.D 20W,18,A,5.17,3,105
48215,TRU F-24E,FOCO AHORRADOR VOLTECK F- 24E L.D 24W 12,34,A,10.58,3,96
46500,TRU POBA-10,PORTALAMPARA POBA-10 VOLTECK CAFE BAQ. S,50,A,7.17,7,209
47971,TRU COUSB-LB,PLACA VOLTECK LISBOA 1 CONT. POL. 2 PUER,7,A,4.42,2,48
13476,TRU CHS-700V,CHALECO CHS-700V AMARILLO C/REFLEJANTE T,23,A,4.33,5,159
14432,TRU ARN-5435,ARNES DE CUERPO COMPLETO TRUPER 1 ANILLO,6,A,4,2,45
15869,TRU T-460-26B,MACHETE TRUPER T-460-26B 26 CACHA NEGRA,10,A,3.92,3,77
20508,TRU CM-50X4P,CANDADO HERMEX CM-50X4P BASIC 50MM LAMIN,8,A,6.83,1,35
49506,TRU CE-292,CESPOL FOSET CE-292 C/CONTRACANASTA P/FR,21,A,10.67,2,59
11548,TRU ABT-386,DISCO TRUPER ABT-386 4 1/2 X 1/4 X 7/8 M,33,A,10.17,3,97
17630,TRU HLB-130,HILO P/DESBROZADORA 3.3MM X 48 MTS.HLB-1,15,A,7.83,2,57
15906,TRU MG-MD4,MANGO P/MARRO 4 LBS. MG-MD4 TRUPER,19,A,8.17,2,70
14182,TRU CO-508,CEPILLO TRUPER D/ALAMB. COPA CO-508 STD.,4,A,5.08,1,24
42027,TRU PPVCA-500,CEMENTO P/PVC HIDR. AZUL FOSET 500ML PPV,24,A,5.58,4,129
43452,TRU CEPO-32R,CERRADURA HERMEX CEPO-32R C/LLAVE CROMO,11,A,8.42,1,39
43287,TRU COR-345,CORREDERA FIERO P/CAJON COR-345 45CM EXT,19,A,6.75,3,84
17163,TRU PEP-P,PALA ESPADON T-2000 PEP-P M/CORTO TRUPER,4,A,6.25,1,19
10638,TRU GAN-MAV,PORTAMANGUERA D/PLASTICO GAN-MAV VERDE T,16,A,5.92,3,81
101448,TRU CIA-25P,CINTA ANTID. TRUPER  5M X 50MM BICOLOR C,6,A,6.08,1,30
48611,TRU RO-1215,RODAJA FIERO RO-1215 D/HULE 3 C/PLACA GI,13,A,4.83,3,81
18485,TRU TIOF-8,TIJERA TRUPER P/OFICINA 8    TIOF-8,14,A,5.25,3,80
17176,TRU PCL-P,PALA CUADRADA T-2000 PCL-P M/LARGO TRUPE,12,A,4.33,3,83
20613,TRU R-12AL-P,RASTRILLO PRETUL R-12AL-P C/ARCO JARD. 1,11,A,3.92,3,84
201058,PIN GCN,IMP. THERMOTEK  4 LTS. CEMENTO NEGRO,9,A,4.67,2,58
005525-4,BER 5525-4,FONDO ANTICORROSIVO NOXID 5525 GRIS  1 L,35,A,7.92,4,133
2070,DIA 2070,RESISTOL 5000 DE 21ML. SUPER TRANSPARENT,27,A,7.42,4,109
002605-6,BER 002605-6,IMP. KOVER CRYL  5 TERRACOTA 19 LTS. 260,98,A,4.33,23,678
004923-6,BER 004923-6,IMP. KOVER CRYL 10 BLANCO 19 LTS. 4923,110,A,5.67,19,582
3151,CIN 3151,BISAGRA P/COCINA PLANA NIQU. SATIN C/2 P,98,A,5.33,18,551
3871,CIN 3871,JALADERA CH 3871 ZAMAC NIQUEL SATINADO,3,B,3.92,1,23
49150,TRU EPVC-1/2R,VALVULA ESF. PVC ROSCABLE 13MM 1/2 FOSET,69,A,10.83,6,191
41272,TRU CC-002L,TUBO COBRE RIGIDO TIPO L 19MM 3/4 X 3.05,15,A,4.83,3,93
48235,TRU PAGA-4X,PARRILLA D/GAS 4 QUEM. PAGA-4X  ACERO IN,6,A,6,1,30
49077,TRU VACHE-3/4,VALVULA CHECK COLUMPIO 19MM 3/4 FOSET,44,A,8.83,5,149
680,FSM 680,PALANCA P/WC FLUIDMASTER UNIV. STANDAR B,13,A,6.33,2,62
40760,TRU TAQ-1/2TPA,TAQUETE P/TABLAROCA FIERO TAQ-1/2TPA P/P,33,A,12.5,3,79
44409,TRU PIBR-2R,PIJA HEXAG. P.BROCA FIERO 14X51 2 C/50 P,26,A,9.58,3,81
40969,TRU CAGA-3/16A1,1 METRO DE CADENA GALVANIZADA 3/16 FIERO,12,A,4.08,3,88
223252,CGM VSM630,VALVULA SAPO MASTER CIM 630,13,A,5.17,3,75
44960,TRU TEMO-10PG,TELA MOSQUITERO PLASTICO 1.05 MTO. TEMO-,79.75,A,7.31,11,327
46624,TRU EMP-107S,LAMPARA EMP-107S D/EMP. DIRIGIBLE NEGRO,9,A,6.83,1,40
46925,TRU AO-1,ABRAZADERA OMEGA  25MM C/10 PZAS. AO-1 V,44,A,8.08,5,163
47181,TRU MUL-4,MULTICONTACTO POL.  4 CONTACTOS MUL-4 VO,27,A,8.17,3,99
46922,TRU AU-1,ABRAZADERA DE UÑA 25MM C/10 PZAS. AU-1 V,56,A,7.08,8,237
48213,TRU F-20E,FOCO AHORRADOR VOLTECK F- 20E L.D 20W,27,A,8.08,3,100
46828,TRU F-45E4,FOCO AHORRADOR VOLTECK F- 45E4 L.D 45W 1,26,A,7.33,4,106
45595,TRU PA-APDO15-EB,PLACA VOLTECK ESPAÑOLA PA-APDO15-EB 2 AP,33,A,5.08,6,195
48035,TRU GPL-10N,GRAPA VOLTECK GPL-10N PLANA NEGRA C/20 P,77,A,6.67,12,347
48032,TRU ED-8V,VOLTECK EXTENCION ED- 8V  8 MTS. VERDE,30,A,4.67,6,193
48204,TRU F-15EM,FOCO AHORRADOR VOLTECK F- 15EM L.D 15W,22,A,8.25,3,80
47244,TRU PR-2050,FOCO DE HALOGENO 50W PAR20 PR-2050 VOLTE,27,A,7,4,116
46835,TRU FS-24E,FOCO AHORRADOR VOLTECK FS-24E L.B.NEUTRO,1,A,3.83,0,8
47396,TRU PLA-225L,LAMPARA PLA-225L T/PLAFON  12W  60 LEDS,4,A,3.83,1,31
14863,TRU BOM-TR,BOMBA MANUAL P/INFLAR TRUPER BOM-TR,36,A,7.5,5,144
11200,TRU BCT3/16X4,BROCA P/CONCRETO TRUPER 01 3/16 X 4 BCT-,41,A,11.33,4,109
12095,TRU SDS-P,CINCEL SDS-P   D/PUNTA TRUPER,26,A,9.33,3,84
18578,TRU REP-TL-R,GIS ROJO P/TIRALINEAS TRUPER REP-TL-R,21,A,9.92,2,64
17606,TRU HTA-80,HILO P/DESBROZADORA .080 X 15 MTS. HTA-,25,A,8,3,94
19037,TRU PA-NA,PINTURA AEROSOL TRUPER PA-NA NARANJA,30,A,9.42,3,96
16742,TRU EST-34,ESCALERA DE TIJERA 4 PEL. EST-34 150K TR,7,A,5.5,1,38
15890,TRU T-460-12X,MACHETE PULIDO 12 T/RAMBO TRUPER T-460-1,14,A,7.17,2,59
48605,TRU RO-129,RODAJA FIERO RO- 129 D/HULE 2 C/PLACA GI,19,A,7.33,3,78
18491,TRU TIPE-6,TIJERA TRUPER P/ESTILISTA 6 1/2 TIPE-6,15,A,5.08,3,89
49694,TRU RO-40EM,RODAJA FIERO ESFERA C/ESPIGA RO-40EM 40M,44,A,4.83,9,273
103061,TRU CDU-10XN,CINTA DUCTO POLIETILENO NEGRO REF. 10MM,19,A,6.83,3,83
44005,TRU MUBA-20B,FOSET PEDESTAL CERAMICO P/LAVABO BLANCO,6,A,4.42,1,41
15366,TRU LT-56,LONA TRUPER GRIS LT-  56      5 X 6 MTS.,1,A,4.5,0,7
45514,TRU FP-317P,MEZCLADORA FOSET BASIC FP-317P ABS FREGA,14,A,4.58,3,92
1943,DIA 5000 C21,RESISTOL 5000 DE 21ML. P/CALZADO,22,A,8.75,3,75
,TRU CELI-55,CEPILLO FLEXIBLE P/LIMPIEZA KLINTEK CERD,72,A,5.83,12,370
616637,IUN IU1C30,UNIDAD TERMICA IUSA IU1C30 1 X 30A 61663,29,A,4.42,7,197
44610,TRU TORE-5/32X11/4,TORNILLO GOTA 04X32 5/32 X 1 1/4 SIN TUE,1164,C,3.83,304,9110
